label,text,words
1,"I bought this film from my local blockbuster for 99p an it's been sitting in my video bookcase for at least a year now. Then tonight I decided to see it, the film was quite different to what I had expected and I didn't find any humour in it all I saw was that it was a bleak look at people dealing with love relationships and sexual orientation and I didn't really see the psycho killer plot really having a point except to add tension to the end of the film. I felt that the person playing the lesbian woman did a great job. I was following her emotions and what happened around her. Some people would probably have seen some of the stuff that she does as funny but I could really put myself in her place, loving someone but them rejecting you at every turn no matter how hard you try. I thought it was a very moving film and dealt with all the different sexualities well. I was expecting something like Bound & Gagged : A love story, but this is a very different film. Not for bigots.",191
1,"When the episode was made and aired Eisenhower was President. Kennedy was President-Elect.<br /><br />As for the episode, it was a passable episode, if not a bit earnest. ""The Professor"" shows not much range here, and the whole thing seems a little rushed (a lot of episodes of the TZ seem to not fit the time slot, some seeming like they're crammed in and rushed, some with little or nothing to it spread out over the half hour, and some, of course fit). I guess you just expect a little more tension than to be taken back to some rooms and drugged. But overall a decent episode. Indeed the ""what if"" motif of time travel is a nugget in itself and sets the table of with basic interest.<br /><br />7 out of 10, considering there were a lot of TZ episodes not quite as good, and some a great deal better.",151
1,"Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style. If you think conspiracy theories are for paranoid disturbed people, this could change your mind. Something for you feds too: A good model for government coverups! If you like your news all tidy and easy to consume this is not for you.",65
0,"I really wanted to see this film - I thought the plot was really unique and intriguing. A cop (Andy Garcia) has a son who is dying and needs bone marrow replacement in order to live. The only match is a convicted serial killer, who escapes from jail. To save his son he has to track down the killer.<br /><br />Michael Keaton plays the convict in one of many disappointing aspects of the film. Keaton is a great actor at times but here he is pretty much boring. It's over-the-top to the point where you just stop caring.<br /><br />Garcia is better but tries too hard for a film that isn't up to par. Barbet Schroeder (at one time such a promising director with films like ""Barfly"" that amounted to pretty much nothing in the American market) directs well enough - I honestly thought the script was the culprit here...it's just a big mess.<br /><br />The film ultimately wastes a lot of good material, good actors and a good director - all because of a faulty script. What should have been a tense and thought-provoking film is just a Hollywood action dud.",192
0,"What an awful movie. Full of cliches, perplexing scenes, very bad acting, and an atrotious script. It is hard to believe the same guys that wrote The People vs. Larry Flint and Man on the Moon wrote this garbage. Man, this makes my list of Top 10 Worst Movies of All-Time. Didn't this guy, this director, if you can call him that, realize that the first Problem Child was bad enough? Let alone make a sequel for it!!?? Amazing that piece of trash films like this can be shown to children let alone be released! 1 out of 10 *'s",100
0,"Deepa Mehta, Arundhati Roy and a host of other so called intellectuals get the title of intellectuals because of the fact that they love portraying India and hinduism in a bad light...and Deepa Mehta makes her money from it anyway. Anyway Hindus are too gentle or scared to protest the way muslims protest so anybody can take any liberties with Hinduism. And it is a fact that during the 1930's women in the west were also illtreated when they were widowed...just that nobody likes to point out anything bad about the west or anything other than India and Hindus. She paints an inncorrect portrayal of India and the situation of widows there. Nowhere is it mentioned that child marriage is illegal. She ended the movie saying there are 34 million widows in India. Of course among a billion people, there will be that many widows. But how many are living life she has depicted in the movie?? Deepa Mehta finally is selling India and poverty to make dollars. How pathetic....",170
0,"I've never been a big Larry Clark fan, but somehow, I've been dragged to almost every single one of his movies. Now, I like independent films, and I grew up very much into punk rock, and I'd like to say that this film is disappointing to both audiences. Not every punk song incorporates ""Oi!"" into its choruses, as they do in this particular film.<br /><br />But the real problem with this film is that it switches moods every fifteen minutes or so and lacks any kind of cohesion. Clark has made his living pretending that his fictionalized stories are ""how kids really are,"" and as such, you'll allow him ten minute scenes of stupid dialog that go nowhere, because that's the cinema verite feel he's going for. However, when he shoots a ridiculous death scene (pick any of them, save for the opening drive-by), the over-stylized attempts at what I assume is intended to be black humor are completely out of context, ridiculously shot (in most cases, far worse than a student film) and absolutely ludicrous in terms of the story. John Cassavettes and ""Date Movie"" make poor bedfellows, as the forays into the latter style take you out of any kind of reality to remind you that you're watching a movie - a really, really bad one at that.",220
1,"Simply an amazing bittersweet movie that portrays a side of life often skipped over in feel good movies. I saw this as a child and came back to it very recently and fell in love again.<br /><br />As a child it sparked my interest purely for the building of a plane, as an adult it captured me in the dark world and a young mans escape from that world. <br /><br />The portrayal of the King was great, the camera style chosen with low shots and shots focusing on actions and hand movements was I thought well done, I personally can not recall anything quite done in that style and adds to the character and portrays him as a force almost not human (which may not be far from reality) it makes for interesting developments <br /><br />Worth a watch any day",142
1,"When Melville's ""Pierre; or The Ambiguities"" hit bookstores in 1852, his first publication since ""Moby Dick"" a year earlier, the public response was similar to that found among the IMDB reviews of ""POLA X"". Newspapers even published headlines like: ""Melville Insane!"" which, of course, he wasn't. But, when one compares the writing styles found in ""Moby Dick"" and ""Pierre,"" one finds in the latter a sharp departure from the simple and often declamatory style found in the former. Clearly, he was mimicking the overly florid style of the now-forgotten Victorian Romances that were easily outselling his immortal ""Moby Dick."" He was not content, however, to turn out the sort of product that his publishers wanted, and that surely would have sold. His version of a Victorian romance was a twisted, cynical one, perhaps, but brilliant in its synthesis. The alternate title: ""The ambiguities"" is quite appropriate. As Pierre searches for, and thinks he finds, truth, we become more and more uncertain what and whom to believe. As he searches for happiness, he becomes more and more miserable.<br /><br />""POLA X"" is a fascinating adaptation of this novel, set in modern or nearly modern France. Though, in some ways, it leaves little to the imagination, and shows us graphically the incestuous relations that Melville could only hint at, the ambiguities which make the novel and its message so alluring are perfectly in tact. The questions it raises are ones that few films have thought to ask, yet the answers are left to the viewer.<br /><br />I recommend a reading of the novel, which is much shorter than ""Moby Dick,"" before seeing this movie. I hope more people discover this tantalizing film.",280
0,"I saw this film when it first came out in the cinema. We were all looking forward to seeing Mark Hamill relaunch his career, but we came out wishing we hadn't bothered. Many people walked out after about half an hour - I wish I had too. The basic premise seems okay, but the plot was ridiculously involved and tortuous, and runs out half way through. Its completely unmemorable, and not a film you want to have paid money to see. If you're really bored and it's on TV, then it'll help you kill a couple of hours (or help you to nod off!). 2/10",105
0,"God, that sucked. You can't end a horror movie with a happily-ever-after family setting. Yeash. I was kind of ambivalent going in to the final act. But, my god. He didn't have to kill the girl, she didn't die, the ghost father appears with a cure (which makes no sense, because his spirit would have been liberated after the yank kid killed all the bad werewolves). What a hunk of junk. This is the worst horror movie I've seen in a long time, and I've watched a lot of horror movies. This is a slap in the face for Landis and everyone else involved in American Werewolf in London. Blegh. I hope that this ruined the career of every one in it bar Julie Delphy. And CGI: Kind of new and chic back in 1997, but today it just looks drab compared to the artful prosthetic/makeup work of London. Anyway, I'm done, I hope I've scared a few people of. Get the original instead, or failing that The Howling. Or failing that watch American Idol reruns. Just don't watch this mess.",181
0,"I am a fifth grade language arts teacher, and after we read this book (which the students loved), then we watched the movie. They laughed out loud! Unfortunately, it's NOT a comedy! The acting was so awful, I felt like I was watching a bunch of kids in the neighborhood putting on a play. My students were mimicking the lines and making fun off and on the whole way through. I have to agree with them, at times, it was pretty bad. Still, I would show it to students again, just for fun, and to compare the film with the book. We did a Venn Diagram (teachers know what that is) afterward, to show what was the same in both and what were the differences, so there is an educational value in showing it. I noticed that another adaptation is being filmed for 2005 so we can only hope the acting will be better!",154
1,"Sony Pictures Classics, I'm looking at you! Sony's got the rights to Harry records -- you need to distribute the film and you'll get radically increased sales of his back catalog! Anyhow, this is a great study of a fascinating musician, woefully underknown, full of great stories, greater music, and it could have been 3 hours longer and I'd have loved it even more. Saw it at the American Cinemateque Mods & Rockers Festival at the Aero Theatre in Santa Monica, where it played to a packed house. They were turning people away at the door! I went to many of the Mods & Rockers festival films, and let me assure you that no other film came even close to selling out, let alone turning people away. See it in the theatre, buy the DVD, and make sure some slow-on-the-uptake company [*cough SONY cough*] picks it up ASAP!",148
1,"A unique blend of musical, film-noir and comedy - with a few sex scenes thrown in for good measure. The only other film I can think of with a fairly similarly wild and madcap mixture of themes and clichés is the French movie Billy Ze Kick - but that has a more surreal and quirky approach.<br /><br />Not that this film would not be surreal or quirky. The humour is at times quite subtle, at other times blatantly in your face - and often crossing the border to offensiveness. To give an example: in the post-coital chit-chat with a prostitute our hero Max Müller encourages her to reveal who was responsible for a recent murder, using the words ""Schiess los!"". Literally, this phrase means ""Shoot!"" in German, and that is exactly what a hidden assassin does in response. In other words - this beautiful lady was sacrificed for a pun.<br /><br />Müllers Büro is also one of the very rare examples of films with funny sex scenes. Larry's romance is accompanied by the song ""Ich will mehr"" (I want more) - while the song perfectly underpins the action, the meaning of its words changes a couple of times, hinting at the end at Larry's inability of providing any further service. The film's main love scene between Max Müller and Bettina Kant lacks such subtlety - this is jaw-dropping stuff, especially when Bettina's singing slowly transgresses into moaning, of course all in the rhythm of the music.<br /><br />Unmissable, unless you are one of the easily offended.",256
1,"I saw this at the London Film Festival last night, apparently the shorter version. James McNally's summary of the content of the film is very good. Nossiter very deftly blends his investigation of the wine business into wider concerns about globalisation, homogenisation, the effect of the mass media, the power of capital and the need for diversity.<br /><br />The film is shot on hand-held DV which some might find offputting, but which does enable Nossiter to catch people off guard on a number of occasions which probably would not have been possible using more conventional equipment.<br /><br />Despite the sprawling feel of the film, the editing is very sharp, not only giving us a parade of the world's dogs, but also undercutting a number of interviewees' comments with somewhat contradictory visual images, and giving others sufficient rope to hang themselves. To a degree this evoked Michael Moore's recent work (although Nossiter operates in a more subtle way), but probably the roots of the film go back to Marcel Ophuls' ""The Sorrow and the Pity"", both in the way the film is constructed and in the emergence of 'salt of the earth' French peasants as the stars. De Montille pere et fils were present at the LFF screening and answered questions afterwards. We do indeed all need a little disorder - bravo Hubert!<br /><br />Overall an excellent film with implications that go way beyond the world of wine into the way we construct ourselves as people, and organise our world.",249
0,"This movie was pure genius. John Waters is brilliant. It is hilarious and I am not sick of it even after seeing it about 20 times since I bought it a few months ago. The acting is great, although Ricki Lake could have been better. And Johnny Depp is magnificent. He is such a beautiful man and a very talented actor. And seeing most of Johnny's movies, this is probably my favorite. I give it 9.5/10. Rent it today!",79
1,"This movie is everything a Tenacious D fans can hope for. Director Liam Lynch partnered with The ""D"" is a concoction of epic proportions. Of course you need to understand the humour and format of Tenacious D. When I saw it there wasn't too many laughs from the audience but the reason is not a lack of humour or intelligent jokes. This movie seems to have been released on to an unsuspecting public that haven't familiarised themselves with the musical duo. This movie does stay true to it's roots. For the few of you who have seen the HBO TV series and heard the album, they have not forgotten what their audience loves. Like the TV show people have noticed from the trailer the JB and KG apartment scenes and of course the open Mic nights that each Tenacious D episode would start and finish with. The soundtrack is phenomenal and each song blows you away.<br /><br />...And Dave Grohl plays a fantastic Devil.<br /><br />This is the perfect movie for those of you looking for a hard time and a rocking musical.",183
0,"""Menace"" is not funny. It tries hard - too hard. but rarely brings a smile. There is no acting, just mugging. One of the main characters wears a stupid grimace on his face the entire movie. No doubt as the less talented Wayans brothers starred, wrote and produced the film they were entirely blind to their lack of talent.<br /><br />Menace consists of a series of unfunny, one joke skits. The punchline can be seen a mile off, but you have to wait until it all unfolds. No zippy one-liners or snappy dialogue here. Just one scene after another building up to the joke. The jokes themselves are juvenile. Loc Dog (the one with the perma-grimace) talks to a beautiful woman - but then she has ... bad breath and then she picks her nose and then, wait for it (remember you must always w-a-i-t) she farts! How funny is that? Ten-year old boys may find it funny as they won't have heard the jokes as many times before. Alternatively, if you like watching movies completely drunk or stoned then you will be able to follow along and may even find it amusing. The challenge will be getting drunk enough to reduce your mental state to the level of the movie without passing out.",214
0,"This sequel to the above - and the final entry in the ""Kharis"" series - is slightly more enjoyable on the whole but it's also more contrived (hell, we even get a singing barmaid/hostess!): Peter Coe is easily the least charismatic of the various Egyptian high priests we've seen during the course of these films, and Martin Kosleck as his henchman seems uninterested in the proceedings; Kurt Katch, then, is saddled with a ridiculous accent as the man who discovers the newly reincarnated Princess Ananka: the latter, in the form of Virginia Christine (later a much-used character actress) gets her most substantial 'role' and, indeed, the sequence of her resurrection from the swamps is a highlight not only of this film but the entire series. Unfortunately, here too, Chaney has precious little to do as once again the emphasis is on Ananka, as I've said; his Mummy (to which he returned most often at Universal - apart, naturally, from his signature role of The Wolf Man!) remains, without a doubt, his least memorable monster for the studio.",177
0,"A holiday on a boat, a married couple, an angry waiter and a shipwreck is the reason to this films beginning.<br /><br />I like boobs. No question about that. But when the main character allies with whoever happens to have the most fish at the moment, mostly by having sex with them and playing the role of the constant victim, my anger just rises to a whole new level. Take two guys (a husband and another man), put a pure bombshell woman in the middle of them, ad a deserted island, subtract all her moral issues, ad a whole bunch of moral issues to the men and mix it in a big bowl of arguments, fish and a zippo lighter and you will come up with a piece of junk movie like this. <br /><br />The acting is, I would say, good. There are some bloopers but not many as far as i could see. The main female character makes me sick. This is due to her lack of moral values. The man with the most fish get's her attention. Even though one of them is her husband, she sees no problem with being unfaithful with (Manuel) the other man because ""I must do it to survive"". How can you justify having sex with another man for fish when your husband is 30feet away? And he won't even benefit from it? The female character has absolutely no problems to justify anything that she does. If she doesen't get approval for her actions, she's a victim.<br /><br />I recommend everyone to see this movie. This is the kind of movie that will make just about everything else you see this year a pleasant movie experience.",284
1,"I saw this last week during Bruce Campbell's book tour. I thought it was amazing. Almost everything I would expect from a Bruce Campbell sci-fi movie. Its campy and very funny. Ted Raimi was also hilarious and extremely goofy. The plot is wacky, an American business man goes to Bulgaria and is killed. Stacy Keach plays a mad scientist who saves/brings Bruce Campbell back to life by implanting half of the brain of an ex-KGB turned cabbie. Bruce Campbell spends the rest of the film trying to avenge his death and has many internal arguments between himself and the KGB agent. The movie has all the great Bruce Campbell slap stick and humor. The movie is somewhat predictable, I knew once the wife was killed that she would be sharing a brain with her killer. However I didn't go to see this movie because I thought it would have an Oscar winning script, I went to see it because it was a Bruce Campbell sci-fi movie and I was not disappointed in the least. I highly recommend that you go see him on his book tour or wait and watch it on the sci-fi channel next month. Although before the movie he said the Sci-Fi channel did cut some of the movie out to make it TV friendly. If you are a fan of Bruce, I highly recommend it.",229
0,"To begin with its a rip off of the Japanese film Battle Royal except it's missing the one thing that made BR unique, balls. It's a weak satire at best and as far as the real TV phenomena it attempts to comment on well everyone knows how warped and stupid that genre can be so why was this film made?",60
1,"As a veteran screen writing instructor at Richland College in Dallas and a former MGM screenwriter back in the days of decent films, I am thrilled to have accidentally clicked on Channel 33 in Dallas tonight and watched this enchanting film in which Betty White is GORGEOUS and makes one yearn for the good old days of truly good movies before Hollywood started banging out all this crap for the teenagers. If a producer is listening, I'd like to state that there are enough of us over 60's who will happily pay a buck to see a movie that has no guns, no killing, no special effects, no sex and violence and just a good touching tale of human relationships that leaves you with a good warm feeling, as this film did for me.",134
1,"""Night of the Hunted"" stars French porn star Brigitte Lahaie.In fact,many of the cast members in this slow-moving production were porn actors at the time of its frantic filming.This film is certainly different than Rollin's usual lesbian vampire flicks,but it's not as memorable as for example ""Lips of Blood"" or ""Fascination"".Lahaie plays an amnesiac hitchhiker who can't remember who she is or where she came from.Most of the film takes place in a modern apartment complex,where Lahaie is being held by some kind of medical group that's treating a number of people with a similar condition.Anyway,she escapes from the monolithic office tower where the affected people are held.On a highway outside of town,she meets a young man,who stops and picks her up.""Night of the Hunted"" offers plenty of nudity,unfortunately the pace is extremely slow.The atmosphere is horribly sad and the relationship between Brigitte Lahaie and another asylum inmate Dominique Journet is well-developed.Still ""Night of the Hunted"" is too dull to be completely enjoyable.Give it a look only if you are a fan of Jean Rollin's works.7 out of 10 and that's being kind.",183
0,"Snakes on a Train is a movie I rented due to the pure amusement of the thoughts I had, about the movie. Snakes on a Plane was an enjoyable Action film, so obviously the film makers wanted to cash in on the success, with this low budget effort. At 85 minutes, Snakes on a Train is almost unbearable to witness. I had to keep pausing the film to do something to entertain myself, due to the lack of happenings in the film. Throughout the duration of the film, it's never fully explained why this girl has this curse, or why she keeps coughing up this green/purplish goo constantly. Not only that, there is endless boring dialog of the two main characters, Brujo and Alma discussing how to get rid of the curse. I can appreciate low budget film-making. I'm truly not picky on movies, i'm open to any genre or budget, but Snakes On A Train is truly one of the worst Horror films I have ever seen. Were the writers on Acid or something at the end of this film?. Why did the woman suddenly turn into a giant snake? and most importantly how on earth was it able to devour the train?.<br /><br />Bottom line. Snakes on a Train is a movie that needs to be avoided at all costs. Don't be intrigued like I was by the title, this is a movie that's seriously bad. Let's put these snakes to rest<br /><br />0/10",246
1,"This second full-length Lone Ranger feature doesn't measure up to the 1956 classic but is a fine film with enough rough and tumble action and moves along at a good clip. The Ranger looks into a series of mysterious murders which have a sinister pattern to them with peaceful Indians being the victims of a gang of hooded killers. There are more killings and violence usually associated with Lone Ranger adventures and the film has an undercurrent of racial insensitivity, the comments of which are sprinkled throughout the screenplay. The Ranger uses disguises as only he can to piece together clues and expose the outlaw band and bring them to justice. Clayton Moore and Jay Silverheels star in a colorful presentation that shows the desert and cactus country of old Tucson to good advantage. The music score is good but the familiar William Tell Overture theme is nudged aside by vocals that are interesting but lack the flourish and beauty of the Ranger's traditional theme.",165
0,"I don't want to seem too much of a nitpicky spoilsport, but if the accidental death of a butterfly by a time traveler caused such an enormous change in the timeline, how could that be since the butterfly would have been incinerated by the pyroclastic blast of the erupting volcano anyway? And, how could time travelers keep going back to the same moments and not keep meeting up with their prior and later selves who were also at those same few minutes in the timeline? It seems there would have been quite a large crowd standing in front of that dinosaur charging.<br /><br />While i can accept the idea of a time wave, i seriously doubt the wave would have caused only a few changes. As the wave passed, all changes that would have happened, would have happened at once during the passage of that wave. So, scratch the idea of the city starting to become overgrown with jungle. And why jungle at all? The location of the city would have still been at the latitude and longitude it was before and would have had vegetation appropriate to its geographic place on Earth.<br /><br />And an endless list of other illogical inanities.<br /><br />Bwahahaha! This flick is a weird combination of some fairly decent production values and totally ridiculous plot holes and factual errors.<br /><br />Too bad. A terrific story idea that was botched up with silly science.<br /><br />Sigh... why, why, why, why? Why spend all that money on production and not even bother to proofread the screenplay to see if it made some sort of actual sense?",269
0,"After huge budget disaster films set in America like The Day After Tomorrow and Deep Impact, it was refreshing to see something on a smaller scale like Flood.<br /><br />Using mainly unknown actors and actresses and actually focusing on England it was a welcome change of pace to seeing The Empire State Building being demolished.<br /><br />However, this is not a strong film on any basis. Whilst being fairly shocking seeing all your favourite London landmarks being demolished by a very fake CGI storm surge, Flood doesn't really deliver on anything else.<br /><br />The performances are bland, being saved from the pit of hell by David Suchet and his refreshingly calm performance as the Deputy Priminister. He is perhaps a little too calm for what is going on in the film, all that fake water gushing around London must have made him pretty annoyed.<br /><br />It is understandable that the effects weren't going to be as good as TDAT and DI, but the CGI was at best, average.<br /><br />Bland, disappointing and sometimes even tiresome. Watch it if you must, but watch something else straight afterwards.",186
0,"Return to Frogtown was a hard film to track down. Well, I accomplished that mission and it had been sitting on the shelf for a good while. Wish it was kept that way! First, Sam Hell is of course not Roddy Piper. He is replaced by a dude with a large face, less charisma, and this poor actor is very soft-spoken for the part! Sam Hell is supposed to be rebellious and awesome. Here, he gets captured THREE times! What kind of a hero is that?! Spangle is replaced as well here by another actress. Why did we not get different characters here? This was stupid! Lou Ferrigno stars in this film and he is not even the hero. Common sense says let Lou be the hero of the film! Bad effects, poor acting, and just a forgettable film. Funny as they take shots at Ninja Turtles 2 with the whole concert scene in this movie. At least Ninja Turtles 2 was funny and not a bad movie! I really wanted to like Return to Frogtown, but I just cringed when the fight scenes would commence. This film makes Turtles 3 look like gold! Avoid this or you will be the one singing ""meaner, greener, talking turtle TV dinner!""",209
1,"'The Big Snit' came into my life complete by accident and has left an indelible mark on my soul. A scar of love, destruction and pointlessness that will forever be a part of my life. This is tale of beautiful futility. We are helpless without each other. We are helpless against governmental wrong-doings. We are helpless as to the choices we all try to make when in love. Deaf to the mutterings and goings on of an world outside the window. Blind to an inevitable apocalypse. Dumb of the hatred and greedy opinions of an over-indulgent society. This is a tale of personal commitment and triumphant love defeating the ideologies of war. Their petty bickering is a sublime observation of human nature and of how love comes with it's pains and darkness Everyone has some irritating aspect to their personality and this is observed by the makers in the most simplistic and fantastic way. We travel only a short distance with the two main characters but are left wanting to complete our own journeys with a some of their simple,loving, honest philosophy in tow. I am so very glad that i exist in this 'our time'. Another 20 years either side of my birth date, and i would not have seen and felt.... ....The Big Snit. William White. Sheffield.",219
0,"This movie's basic premise is that everyone in the world can know that a person is gay except for that person. And that a man who likes show tunes, has good taste, and is neat in appearance MUST be a homosexual. Yes, the movie is funny in parts, but the basic premise is to homophobic and insulting that the entire movie crumbles into something that is quite painful to sit through. The performances, particularly Joan Cusak and Kevin Kline are very good.",82
0,"Apparently in early 2005, SciFi Channel threatened to release the incriminating photos they have of John Rhys-Davies and said, ""We need you to star in another SciFi Original."" The scary thing is, he's actually pretty damn good in this movie. That's really saying something since this is a silly SciFi creature feature; you've gotta put some feeling into it in order to be well-acted. Unfortunately, nobody else does. It's your stereotypical ""moster-run-amok"" movie on a cruise ship. The cryptozoologist wants to keep the creature alive, the Navy SEALs think they have everything under control but they don't know what they're dealing with and they all end up dead, a girl jumps into the ""movie sexpot"" role as Rhys-Davies' daughter and the creature mauls about 100 or so shipmates. What this movie has going for it is, it's VERY fast-paced and lively; you're never bored or waiting for another kill. Other than that, though, it does nothing to distinguish itself, and it's silly that this thing crawls all over the ceilings and can't be wounded by Navy SEAL machine guns, but can be karate-kicked into submission by Rhys-Davies' daughter. Kinda went back and forth on giving this bad boy a 5, but for the above silliness I'm giving it a 4.",210
1,"One of my favorites non-MGM musicals, it's a classic!> Rita Hayworth is in top form, her beauty leaps out of the screen. Gene Kelly shows off his dancing skills and introduces to musicals his edgy and innovative choreography that eventually would change the way musicals are choreograph. Phil Silvers is the perfect second bananas, and Eve Arden injects this movie with a lot of class.<br /><br /> The structure is so theatrical that one has to wonder why, in this era where major Broadway shows come from the movies, Cover Girl hasn't been adapted to theatre.",96
0,"Pretty dreadful movie about several unbalanced young people in a car starts off reasonably well but becomes more bizarre and hard to swallow as it progresses. Rachel Leigh Cook is the sole highlight in a tender and sexy performance, but I would recommend this film only to die-hard fans of the actress.",52
1,"*May be spoilers* No doubt one of the best dramas if not the best in the genre I've ever seen. Is Prot an alien or just a crazy bugger? This is the question you'll be asking yourself all throughout the movie. <br /><br />Kevin Spacey is simply amazing, as is Jeff Bridges. You can't beat this kind of acting plus some humour at times. Some of Kevin Spaceys actions in this movie are very funny. When he was up in the tree, for example, and when he was talking to the ""queen"" mental patient, the way he hid half his face around the wall and just stared.<br /><br />To simply put it, right from the start you'll be hooked, and if you really love drama's you won't be dissapointed.<br /><br />A solid 85%.",133
0,"Michael Allred's comic book stories, particularly his work on Madman, usually are a great deal of fun. ""Astroesque,"" Allred's no-budget indy film, is the opposite of fun.<br /><br />Worst acting ever coupled with truly horrible dialog makes for a brutal cinematic experience. Pretty certain Allred understands WTF's going on, but he's the only one. Daring you to watch the entire mess isn't enough...defying you to watch the entire mess is more on target.<br /><br />""Astroesque"" is some kind of movie tie-in to Allred's ""Red Rocket 7"" comic book, which, ironically, is mostly unreadable. So if your ""Astroesque"" experience isn't terrible enough definitely track down the over-sized comics and continue the fun.<br /><br />Felt sorry for Allred, who was totally out of his depth attempting a film. Also felt sorry for myself, what an incredible waste of my time and money. Please buy my VHS copy, which is available right now on eBay. Hurry up.",154
0,"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",130
1,"I taped this on Sundance and had no idea that it was a Miike film. I thought it was just another kung fu movie.<br /><br />Then I saw things like the dancing sax player <br /><br />who sounded like an Oriental Gato Barbieri, and I knew this had to be Miike.<br /><br />I missed the beginning opening credits and had to wait till the very end of the closing credits to see Miike's credits.<br /><br />So far he hasn't disappointed me yet. Audition, City of Lost Souls, Ichi the Killer and The Happiness of the Katakuries were all good flicks, and now I've found out that this was the third in a trilogy.<br /><br />Other than Miike and Todd Solendz there's nobody making interesting films nowadays.",126
1,"""Opera"" is a great film with some wonderful,imaginative imagery.An opera singer(Cristina Marsillach)is being stalked by a killer who forces her to watch him murder everyone she knows by tying her up and taping needles under her eyes.This idea of the needles comes from the fact that Argento doesn't like it when people cover their eyes while watching his movies.""For years I've been annoyed by people covering their eyes during the gorier moments in my films.I film these images because I want people to see them and not avoid the positive confrontation of their fears by looking away.So I thought to myself 'How would it be possible to achieve this and force someone to watch most gruesome murder and make sure they can't avert their eyes?'The answer I came up with is the core of what ""Opera"" is about.""-says Argento.Plenty of suspense,wonderful cinematography and brutal,gory murders.One guy is stabbed in the throat with a knife causing a gushing wound,Daria Nicolodi gets shot in the eye while looking through the peephole,etc.For anyone who hasn't caught this one yet,give it a try.Highly recommended.",180
0,"When i saw the first octopus movie it was a laugh see the cheesy acting and appalling effects. This film seemed to make up for the acting, but not the special effects. After Jaws and Piranha, sure, why not make a film about a killer octopus? The octopus invades the New York waters, where 2 police investigators try stopping the rampaging beast before the 4th of July.<br /><br />A pretty clean plot and descent happenings but the octopus was pretty much appalling, its nice to see they actually made it this time but it looked like a piece of plastic... Better on a big budget really, this film could have been a good watch. There's a continuous amount of errors where it wouldn't surprise me if they didn't research the way octopus live...<br /><br />Watch this if you like cheap DVD sequels, otherwise your better watching Jaws.",147
0,"There are bad movies and then there are movies which are even worst. Saw is just that.<br /><br />The movie is simply bad on all points. The plot, the acting, the camera work, the music and everything else is absolutely terrible and I cannot begin to comprehend how such trash made it to the big screen.<br /><br />The simple fact is that Saw is riddled with plot holes. The beginning is enticing and leaves much to be expected but it does not hold up and the plot becomes absolutely ridiculous and absurd. The film is not creative and will not leave you with a single bit of credibility. People that claim that this movie is gory, violent, sadistic and scary are sissy girls who have nightmares after watching CSI because it is far from that.<br /><br />So I am warning you know, do not attempt to watch this if you have any form of intellect, because you will be disappointed. A true bore and a mediocre film as can be.",170
1,"After clocking up five seasons on the small screen from 1976-79, 'George & Mildred' transferred themselves to the big screen in mid 1980. Instead of Johnnie Mortimer and Brian Cooke retaining their roles as writers, Dick Sharples was brought on board as the writer. Sadly, this film adaption just did not seem to hit the spot with the public. Shame. I liked it, better than the series itself in fact. It was a guilty pleasure.<br /><br />'Mildred Roper' (Yootha Joyce) is keen to ascertain whether or not her slovenly husband 'George' (Brian Murphy) has remembered their wedding anniversary. Obviously, he hasn't, but to try and convince his wife otherwise he books a table at the restaurant where he proposed marriage to Mildred several years ago.<br /><br />Upon arriving at the restaurant, they find out that the place has changed hands. Eventually seeing through George's lies, Mildred insists that they celebrate their anniversary at a swanky hotel. Upon arriving at the hotel, George is mistaken by crook 'Harry Pinto' (Stratford Johns) for a ruthless hit-man, who wants a rival to be exterminated!<br /><br />Not an outstanding comedy as such but a good natured piece of fun all the same. Plans to revive the series after the film's showing were sadly terminated when Yootha Joyce died on 24th August 1980 of alcohol poisoning.<br /><br />Funniest moment- George talking to his favourite garden gnome. His neighbour, Tristram creeps up behind him and says ''I think its time we had a chat''. George, thinking it has developed the power of speech, drops the gnome in shock!<br /><br />Merry Christmas to fellow IMDb users, in particular 'AdamFontaine', 'Cyril Blake' and 'TheLittleSongBird'. Have a good one!",280
