label,text,words
0,"According to the article at http://blog.ifeng.com/article/2737487.html, one of the actors in the film, Carina Lau, was forced to appear in this movie for free. She was the victim of an infamous kidnapping shortly before this movie was made, and later photos of her in distress were published in a magazine, which has since been forced to shut down and its publisher sent to jail. The actress denies she was assaulted but there was a movie leaked on net that allegedly showed her being gang-raped. (The Hong Kong press, out of respect for her, has mostly refused to report on the incident, but google will turn up a few articles about it.)",111
0,"I was sitting at home and flipping channels when I ran across what potentially sounded like an interesting film. I like Destruction type movies and decided to watch it. I don't know why but I ended up watching it the whole 2 hours. We have seen this type of movie I don't know how many times.<br /><br />Back in 1998 - 2000 there were dozen of films that dealt with global destruction of some sort. The best one on my list so far is Deep Impact which was more believable than this one. Here are my problems with this film: 1) cheap special effects, like something out of the old computer. 2) no background information or explanation on weather patterns. If you are going to make a movie about weather, at least have some decency to entertain the viewer with technical details. 3) How come only 2 or 3 people figure out that the storm is converging on Chicago... no more experts left in the field? 4) where are some interesting characters? I truly don't care for anyone except maybe the pregnant woman. I felt that there was no character development. 5) no thought provoking moment what so ever and factually incorrect theme. And this is only the first part of the film. I bet the conclusion will show us few destruction scenes and a search and rescue operation just like it has been done many times before. And judging by the special effects in the first part of the movie, I can only imagine what we are to expect. Of course, at the end, the main characters will survive and life will go on... how original",277
1,"I watched this on HBO because it won the Oscar a week earlier. It compares favorably with fictional courtroom dramas.<br /><br />The story is of a 15-year-old black kid placed on trial for the Jacksonville, FL, murder of an elderly white woman based almost solely on the identification by the victim's husband and on a confession that the defense contends was coerced.<br /><br />About half the footage is of the trial; it's supplemented with footage of the defense lawyers (two public defenders) explaining their case, interviewing witnesses, and visiting key locations. This is edited with a minimum of needless repetition, and placed in logical order. The camera work is pretty solid. And there's a mildly surprising epilogue.",117
0,"This film makes about as much sense as an 'Ozzie & Harriet' or a 'Father Knows Best' episode. An old copy of Reader's Digest (circa 1962) would provide more insight into modern life, or the relationship between a father and a daughter, than this weird concoction.<br /><br />I was surprised with Diane Keaton. She appears to sleepwalk through the film. (Given the film's title, I realize that hers was a supporting role but even Martin Short managed a distinct, supporting character.)<br /><br />I can understand the attraction of an imaginary world created in a good romantic comedy. But this film is the prozac version of an imaginary world. I'm frightened to consider that anyone could enjoy it even as pure fantasy.",121
0,"OH MY God I am lost Now I know everything this guy does is Pointless R J A wrote at August 13th, 2006 (posting no. 881): What an awful experience. It looked like a bunch of 3rd graders stole a video camera, borrowed some old editing software from 1995, and played a joke on each other. Trash RGC wrote at August 1st, 2006 (posting no. 747): This movie is a piece of @$#@#@. It sucks Calling this a movie would be misleading. This was a group of friends having a good time and videotaping one another. The storyline was very hard to follow. The attempted artistic camera angles detracted from the story and in to themselves made the entire time a dizzying experience. The acting although comical was very amateurish. The concept is OK, I guess. Perhaps next time, the producers should raise some capital and hire actual professionals and try again. I must say that I'm sick and tired of so many thinking that making a good movie is easy. It is not easy... This fact seems to be lost or ignored by many that believe that without any training/experience and talent that they can make a good product. I guess in the end they will learn just how difficult it is I am so disgusted I HAVE NO COMMENT Chrisite wrote at August 5th, 2006 (posting no. 762):",230
0,"One of the worst movies I've seen this year. Everything about the film screams ""AMATEUR"". For a movie set in the 1800's, everybody speaks like it's the 1990's. The acting, particularly the people playing the white slave masters, is horrible. After about an hour into this movie, I walked out. What a waste of time and effort. For a much better film on this subject, see Steven Spielberg's far superior ""Amistad.""",71
0,"This horrible action  sci-fi movie is a crap. I have just spent 90 minutes of my life watching one of the worst movies I have ever seen. The story does not make any sense, there are lots of flaws in the screenplay, the characters are badly developed, the unknown cast is horrible, the lead ham actor seems to be too old for his role. I was induced to buy this VHS, which has a magnificent cover, and see this crap due to the illogical IMDb User Rating and some ""ten stars"" reviews. I have just checked the authors, and each one of them has just one short review (of ""L.I.N.X."") issued in IMDb, and nothing else. Why are they promoting such a garbage? My vote is one.<br /><br />Title (Brazil): ""L.I.N.X. Conexão Letal"" (""L.I.N.X. Lethal Connection"")",137
1,"I watch tons of movies and had no idea this would be as good as it was. I was looking forward to it after reading the plot (even though I find Nirvana overrated). It sounded like it would be tons of fun but it was more than that. Jansen puts in little touches like the books (Kubrick book among others), movie posters, etc. I like when I see a director takes his time and put his heart into a film. And you can really feel that in this. There are tons of scenes and moments that I love, I am trying to think now of some other films that are like this and I would say the only thing I can think of are Cameron Crowe films. Takes little moments and makes them stand out and special. The soundtrack is amazing and each song works perfectly with the scenes and feel of the film. This film is amazingly shot, and the editing is outstanding. I could really go on and on about the film. I cannot recommend this enough really. If you want a fun story with great tunes from a director who clearly put his heart into his work then check this out.",204
0,"This movie is really stupid and very boring most of the time. There are almost no ""ghoulies"" in it at all. There is nothing good about this movie on any level. Just more bad actors pathetically attempting to make a movie so they can get enough money to eat. Avoid at all costs.",53
1,"On its surface, this is one of the most classically entertaining action/comedy/romance films I've seen in a long time, reminding me of pleasurable old ""Saturday-afternoon"" movies that had just the right balance of unexpected twists, well-timed humor and integrated action. Beyond this, though, there is our knowledge of this film's context. It has the same elements of ""Casablanca,"" but is set just before many of the characters would truly understand the seriousness of what was happening to their country (and the world) and the consequences of some of their own behavior. This adds a strong note of irony to the humor (we sense that one of the female characters has a radical change of hairstyle in her future). This is a film that you will not regret watching.",128
0,"Visually, this film is interesting. Light is literally thrown in a way, together with cinematography and an alluring introduction before the titles, that had my hopes up at the start, but then - a b-movie is a b-movie is a b-movie, no matter how much spectacle is seen. This film surrounds the life of Albert Fish, one of the most well-known serial-killers in the world. Active around the start of the 20th century, Fish's life is hastily and blurry dealt with before before he started killing children at an old age. This film is based upon two tracks: Fish's life and that of William F. King, lead investigator of the case. What saves this film from becoming a Hallmark spectacle and debacle of the usual sort, whenever films about serial killers are concerned, is the direction, which is a double-edged sword; director Scott L. Flynn sheds focus enough upon the b-actors not to let their flaws shine through too much, but at the same times created a truly dull and stereotypical view of the American police through the King-angle. Sure enough he dealt quite thoroughly with Fish's meet with Grace Budd, the 10-year-old girl that he killed, even though I'm not really sure if her mother was the media-crazed person that Flynn really tries to emphasise that she was. I miss more psychological diving into Fish, not to mention the very little time which was spent on Fish's post-capture. All in all, interesting for those who are into serial-killers, but mostly a let-down; however, if the director will make another film about another serial-killer, I'd definitely see it in hopes that holes were patched-up.",274
0,"This is a terrible movie that only gets worse and seems to never end. The acting was bad, the plot was worse, and the special effects seemed to have been created by a 5th grade science class. Dennis Weaver is such a great actor and should have never taken such a part. My advise, DON'T WATCH THIS MOVIE!",58
1,"This is absolutely the best 80s cartoon ever, maybe the best cartoon of all time. It had everything action, adventure, thrill, and much more...<br /><br />I can't imagine how hard it was for Ruby-Spears company to make this great cartoon, there has been spent a lot of money for this masterpiece of work and it was worth it, for example just the beaming down scenes were hard because I wouldn't call the 1980s for a great technology year with computers like now in the world we live in so the beaming down scenes were excellent!<br /><br />The cartoons will never be the same as they were before, that is why I hope that they all will be released on DVD specially The Centurions as it's my favorite. I have the whole complete set of 65 episodes on DVD-r but it's not the same because if they were released on DVD the people in the world would be able to buy it and see the DVD's in almost every store which means a lot to the fans. My good friend Ted made this petition to either get the show back on TV or better on DVD, that is if we get many requests to get them back on DVD.<br /><br />So please help us by signing the petition at http://www.petitiononline.com/6600F/petition.html",219
1,"Our family (and the entire sold out sneak preview audience) enjoyed ""The Guardian"". Kevin Costner and Ashton Kutcher gave convincing performances as the fictional helicopter rescue swimmer characters Ben and Jake. After seeing this movie, you can't help but imagine how difficult it must be to graduate from the USCG helicopter rescue swimmer school and one day take part in real rescues.<br /><br />Even though this is a fictional movie, it delivered rather convincing virtues of team spirit, dedication and bravery exhibited by all the members of the actual U. S. Coast Guard.<br /><br />The special effects used to create the rescue scenes were incredible. You actually felt like you were taking part in a real rescue.<br /><br />I feel the movie could have been made without the ""Hollywood"" bar scene (when you see the movie, you might agree) since the real Coast Guard does not condone such behavior. <br /><br />Very entertaining, very action packed, definitely worth seeing. Thank you, U. S. Coast Guard and the REAL helicopter rescue swimmers, ""So Others May Live"". I'd highly recommend this movie to everyone.",182
1,"Gamers: DR is not a fancy made movie, it's more like amateur video. Horrible magic effect, really fake fireball, terribly made dungeon, castle, village...... sword, axe, shield, robe, plate..... okok... everything. You will need about 10 minutes to adjust your expecting on visual, then you will get 105 minutes of fun.<br /><br />I'm from Hongkong and it's really hard to find RPers, none of my friends play RPG and I always fancy to be one of the character in the world of D&D. Watching Gamers: DR just show me what would it be like to be a gamer. You see rule books, dices, game set, etc etc etc; You hear terms like ""fighter"", ""wizard"", ""hit point"", ""level"", ""character"", ""flaming hand"", ""Chaotic Evil"".<br /><br />What RPG fancy me is that it let you do anything u want to, not bonded by software RPG. Gamers: DR provide the same element, you wont know what happen next and it probably just make you laugh to dead. The movie goes both gamers's real life as well as in the D&D world. You will hear the gamer cast the dice when the character in game take action, which make you feel you really participle in the game.<br /><br />I don't want to spoil anything, but in short, Gamers: DR is a must watch movie for RPG lovers. For people never play RPG game, I'm sure you still get many fun from it.",237
1,Cuba Gooding Jr. and Ed Harris are touching. This movie is really surprising. It was enjoyable from start to finish.<br /><br />The story is about mentally challenged man who helps out with a football team.<br /><br />,37
1,"I for one was very anxious to watch this movie.<br /><br />Though I knew it was going to be another type of movie in the style of Revenge of the Nerds, I was still impressed.<br /><br />There is plenty of truth to the fact of this type of learning and believe very strongly that it should be allowed in a ""new style of schooling"".<br /><br />Conventional teaching methods do not always teach students what they need to know or should know or want to know.<br /><br />This approach to teaching should be further sought out in true academic courses.<br /><br />While there still was too much of the partying scenes, it obviously had to be thrown in there - for Hollywood's sake of making a comedy about college...even though we all know that life isn't really like that by any means.<br /><br />A touch unbelievable, still funny and with a killer ending.<br /><br />Awesome ending. Crucial to the entire story and very surprising.<br /><br />Without the final scene, the movie would have been half as good.<br /><br />I liked this movie and it didn't have to have overly amounts of swearing or nudity or gross out jokes for it to be good.<br /><br />Great crew and cast, story and even the generic typecasting of the obligatory ""Hampton frat members"" was well done.<br /><br />American Pie 1, 2 3 and American Wedding or whatever clones it makes doers not measure up to this by 1/3.<br /><br />Far better than most comedies about first year College with no demeaning stupid jokes to make somebody throw up with.<br /><br />I liked it, even though it was simple...it was interesting and even had heart...my only regret for watching this movie is that it wasn't longer.",291
1,"The comments of the previous user are harsh indeed. One wonders if they have even seen this beautiful sweet film. As for being so nasty about it in front of the writer/director..well thats just plain rude! For those who grew up in the eighties, it is an artful piece of nostalgia and a sweet story well acted and produced. Irish film-making sure has a lot of bitter angry people involved with it and the spleen venting comment made about this is evidence of it.. As people we have a choice; give out and moan about the people who actually go out there and make stuff or make something yourself.. I know which one is easier... Do yourself a favour and watch this film and see how a short film is made... you won't be disappointed",135
0,"This movie is everything but the true story of Phoolan Devi. Director Shekhar Kapoor's claims are countered by the fact that he made the entire movie without even once meeting Phoolan Devi, on whose life this movie is supposed to be based! The excuse being that meeting the woman would have interfered with director's conception of the story! The film wastes the opportunity of sensitizing the society of the plight of low-caste women in the Indian society and ends up as a stereotype portraying Phoolan Devi as an angry woman whose sole motivation is revenge. No wonder, this Shekhar Kapoor's film was successful in the west as it catered to their non-bollywood tastes!",113
1,"This was one of the few shows that my wife and I agreed on watching. I was upset to hear that it was canceled, especially because I didn't realize the ratings were so poor. As far as I knew it was doing very well with a lot of viewers. Almost all my friends and most of the people I spoke to watched the show. Now we are stuck watching either crappy shows or DVD's. How bad was the show doing? does anyone know the real results of the shows viewings? I know that when it went to Thursdays, it was more difficult for me to catch. Thank G*d for DVR's! <br /><br />Anyways, this was a real surprise to know that there will be no more ""The War At Home"". If any other networks see this, PLEASE PICK UP THE SHOW!!!! PLEASE!",142
0,"A good ol' boy film is almost required to have moonshine, car chases, a storyline that has a vague resemblance to ""plot"" and at least one very pretty country gal, barefoot with short shorts and a low top. The pretty gal is here (dressed in designer jeans)-- but the redneck prerequisites stop there. Jimmy Dean is a natural as a sausage spokesman but as a tough guy former sheriff, he comes up way short. Big John is big, but he isn't convincing with the ""bad"" part of his moniker. Bug-eyed Jack Elam is a hoot as always and Bo Hopkins has been playing this same part for decades; Ned Beatty also does his part in a small role... but there is no STORY. It smells more like an episode of In The Heat Of The Night than a feature film. Cornball cornpone with easily predictable sentiment. Perhaps the most glaring problem with this movie is Charlie Daniels singing the theme. You know the one; it was made famous by... Jimmy Dean.",171
0,"Umberto Lenzi hits new lows with this recycled trash. Janet Agren plays a lady who is looking for her missing sister. It turns out the sister is part of a Jim Jones type religous cult in New Guinea. She hires a scruffy guide played by Robert Kerman to help her get to the cult's compound located in the jungle. This is another (!) cannibal movie, and I probably would have liked it if not for Lenzi padding this film out with scenes from his superior ""The Man from Deep River."" I mean every cannibal scene is directly lifted from this film, which I guess makes him about as credible as Al Adamson. I felt ripped off. ***SPOILER*** 1/2 star and that's for the dildo scene.",125
0,"The seasoned actors in this do know how to act and have proved that before but the Director, who also wrote and produced this travesty, is incompetent on so many levels. O.K. it's low budget but I know films students with lower budgets and lesser known actors who can do much, much better. For example, since there were people involved who should know better some of the gun rigs were totally out of place and never existed in those days. The stunt work was clumsy - the story stale and hokey. If some one gives you a copy of this use it for a coaster. By the way, I love westerns and have known many stunt men and even went to high school with one of the actors so I was looking for it to be good.",137
1,"Well groomed, well behaved teen Meg Tilly must spend the night in a creepy mausoleum as an initiation into a high school club. Problem is a powerful psychic named Raymar was just buried there that day, but he isn't quite dead and he needs the life force of humans for his powers.<br /><br />Obscure horror film offers plenty of thrills and chills, an appealing and likeable cast, and most superior special effects.<br /><br />My rating: 7 out of 10.<br /><br />One Dark Night is rated R for Violence and Adult Themes.",91
0,"I'm trying to find something of value here. The best I can muster is that Truffaut wanted to make a movie as tedious, painful, puerile, annoying, illogical, and brainless as the experience of being in love. If that was his goal, then he succeeded, but the solution to his exercise is really a drag to watch.<br /><br />There is one scene that screams for a spoof: Belmondo compares the features of Deneuve's face to the features in a landscape . All I could think the whole time was ""glacier,"" ""ice floe,"" ""two lonely fishermen wearing Army surplus on a frozen lake in Minnesota.""<br /><br />The only other point of interest was the resurrection of Buffoon's theory of climatic determinism. The tropics are presented as paradise, and things get progressively worse as they get colder, hell being Calvinist French Switzerland. That was kind of funny.",144
0,"I watched this film with a bunch of friends at a Halloween party last night. I got to say that the sarcastic comments were never ending and I have to say that they were well deserved. Though I felt that the directing was done well, the craziness in their dialogue is just a little too much cheese. I think I got about an hour into this before I even started to realize what it was the point was that they were trying to drive home. You catch on pretty quick that this whole family is pretty quirky and something is off about them, it's just a little too slow. This movie could easily have been about 45 minutes and been a lot better. The only thing that made it bearable was the two bottles of wine that I downed during the course of the flick. Bring on the slasher films folks, because at least I know what to expect out of them. This was not my thing, too much dark humour, and the subject material of cannibalism was a bit explicit and gross. I have to say that Randy Quaid played the part as well as it could have been, and I will give him props for that as I normally see him as a drunken goofball or a washed out fighter pilot who likes to kill aliens.<br /><br />In conclusion I give this horror/comedy film a very generous 3 out of 10.",243
0,"I though that it was hard, if not impossible, to watch, and not because of the horrors it depicts but by the way they were depicted. Imagine what Costa Gavras could have done with this true horror story. What I object to is the idea the need to denounce, which I subscribe to, is enough. What about showing it to us with the power of powerful cinema. I feel that the eagerness of the filmmaker, maybe even the justifiable anger, didn't allow him to see it clearly from a cinematic point of view. Or, if this was a cinematic point of view, I mean, a choice, then, I didn't like it at all. I was more disturbed by the way the movie was shot than by the movie itself. Well intentioned I'm sure, but, unfortunately, that's not nearly enough.",139
1,"The brilliance of this story delivers at least one skillfully crafted message to each viewer in the audience. This story is about success, it's about failure. It's about the choices you make in life and the choices others make for you. The story deals with self realization and determination on a scale so large, no camera angle could cover it. Within the grasp of each scene is resides an element marked for depiction within your imagination. Keep this in mind as you watch the movie; it's more than eye candy. The sexually suggestive, rarely explicit scenes serve only to distract and entertain you during the tedious process of character development.",110
1,"I'm absolutely disgusted this movie isn't being sold. All who love this movie should email Disney and increase the demand for it. They'd eventually have to sell it then. I'd buy copies for everybody I know. Everything and everybody in this movie did a good job, and I haven't figured out why Disney hasn't put this movie on DVD or on VHS in rental stores. At least I haven't seen any copies. This is a wicked good movie and should be seen by all. The kids in the new generation don't get to see it and I think they should. It should at least be put back on the Channel. This movie doesn't deserve a cheap download. It deserves the real thing. I'm emailing them now. This movie WILL be on DVD.",132
0,"Adela is a rebellious teenager with the attitude that she is right and everyone else is wrong. She needs to be the center of attention and she'll act stupid to make it so. With her attitude she gets sent to charm school.<br /><br />There she meets the typical characters in today's cinema; the nerd, the clumsy one, the stepford housewife and the sexual minority. Things happen and in the end Adela ""learns her lesson"" so to speak. The plot tries to carry a deeper meaning to the state Adela is in, but utterly fails to deliver (at least I didn't buy it). So what you are left with is superficial interaction within the same stereotypes you've seen in a million movies before. Plus the director seems to have a breast fixation, Adela flashes her boobies a few times too many, at least I can't see that they are relevant to the story.<br /><br />So the film is OK, but if you are like me and don't like to watch a teenager pissing people off and making a behavioral U-turn in an instant, which I found very unbelievable, think twice before watching.",191
1,"What can I say about this movie that has not been said by all the other comments here, they pretty much sum up everything, the people who love it cherish it, the people who hate it... well, they loathe it. This is the movie equivalent of Marmite.<br /><br />I personally have committed every second of it to memory, it is cyclical, claustrophobic, introspective, magical and stands as being one of the most unique films ever made. Despite what many have stated, I believe this truly is a cult movie, it is a diamond in the rough just waiting to be discovered, once unearthed it's fantastical psychedelic visuals and incredible soundtrack will be unforgettable, which is an achievement in itself. One of my friends who watched it likened it more to a musical, and in many respects to those who do not fully appreciate the context in which this film is made, would probably get more out of it to view Head as such.<br /><br />I was always fond of the Monkees, especially the T.V. show back when it was repeated during the 80's. My mum had recorded Head for me when it was shown on T.V. late night, as she knew I liked them, I watched it a day later and it lodged in my memory until I was able to find a copy on DVD about 2 decades later, what I would love now is a special edition, it would be fascinating to get a greater insight into the making of this masterpiece. We can only hope.",258
0,"Based on a Ray Bradbury story; a professional photographer(Brian Kerwin)returns to his modest home near a tiny desert town, where most of the citizens wishes he stayed away. A lonely boy(Jonathan Carrasco) latches onto him for the attention; and the two witness the landing of an alien craft in the rocky region of the desert. The aliens turn themselves into the images of townspeople. Kerwin must convince evacuation of the town and falls in love with the young boy's mother(Elizabeth Pena). Acting is pretty shallow; the story line is no worse than some others; this movie leaves you feeling that you got shorted on a decent ending. Supporting cast includes: Howard Morris, Dean Norris and Mickey Jones.",117
1,"This is a truly great film, with excellent direction. The core plot element, the painting of mila's ass is captivating. I really can't express in words just how much I enjoyed watching Mila getting her ass painted repeatedly.<br /><br />Connor",40
0,"Sometimes, changes to novels when they're made into films are not only necessary, but a good thing. However, in the case of Northanger Abbey, it's a very, very bad thing. Not only is the story itself ripped to shreds, but the satire is almost completely absent from the film, and it's mixture of romance and intrigue doesn't even touch upon the biting commentary that Austen put into her work. It fails to be amusing or satirical at all, and instead turns the character's fascination with her fantasy world into mostly a drama.<br /><br />This affects the romance as well. It's meandering and aimless. Chemistry and interest are never established. The reasons Tilney is attracted to Catherine are completely absent from the film, leaving the audience to wonder what it is he sees in her at all.<br /><br />Hopefully some day soon, we'll get a more faithful version if Austen's satire.",150
0,"Another of those flimsy stories coupled with most forgettable musical numbers. Powell and O'Keefe as battling publicists are quite forgettable. However, there are two shining moments. Hubert Castle is the most incredible tightrope walker you will ever see - his ""drunken walk"" on the wire has to be the most spectacular piece of balancing ever recorded on film. He has to be seen to be believed. The other is Sophie Tucker doing a turn near the end of the film. Her magnetism, her professionalism, her sheer talent at being herself - well, charisma is not learned - you have it or you don't. A great lesson for all would-be cabaret artists. A sad note: W.C. Fields in his last film cameo is completely forgettable.",124
1,"I must say: out of all modern korean martial arts movies this one is worth checking out. It wasn't as epic as Musa-The Warriors and didn't develop the characters as well, but it had many nice ideas. Simple story: a elite soldier thought dead, returns after years to end the reign of the Japanese in Korea in medieval days. His counterpart was formerly the best friend he had and now he is out to stop him. The fight scenes are all with sword or different weapons and very entertaining to watch. The motives of the figures are discovered first near to the end. You might need to watch it again to get all the connections right. And me personally...I loved the end. I could watch it over and over again. Maybe a little pathetic, but a real freedom fighter story.... People can be killed, but not the ideas they stand for....",151
0,"I watched the first 10 minutes and it bored me to death. So, I fast forward all the way through the end. This movie must be the worst of all in the low budget sci-fi movies category so far. Bad acting, cast, directions, Lara Craft custom imitation, story, plot, everything! Through out the entire movie, I think that there maybe only 6 to 7 people in the entire cast, but ONLY two of them started in the entire movie. I was expecting something like the Starship Trooper, but it was nothing close to it. I was fooled by the movie title and the picture on the DVD cover. Don't waste your time watching this boring and bad movie. Come to think of it, I wonder why did they even bother to put out bad movies like this one?",138
1,"This story of the troubles caused by an over-possessive, overpowering, domineering and unscrupulous mother (Laura Hope Crews) for her two grown sons, and their girls, is a strong vehicle for stellar performances by Irene Dunn (the new daughter-in-law), Joel McCrea (the number-one son), Eric Linden (the number-two son) and Frances Dee (fiance of number-two son). Here's the show of the pure tyranny of mother's jealousy and possessiveness run amok as four good people find their owns lives damaged, their plans changed and their own identities in jeopardy. Irene Dunn is stellar in her role. Joel McCrea's performance is open and clear and Laura Hope Crews is masterful as the mother.<br /><br />Yet this reviewer finds Frances Dee's performance the best of all. Hers is the first character in the story to show the strength of her inner feelings. Her portrayal in her heartbreak broken-engagement scene is gut-wrenching, and even raw. Dee yanks the viewer around and drives you into her pain without even showing her face ! <br /><br />Frances Dee, like Laura Hope Crews, has been too long overlooked, and is now almost forgotten as the magnificent actress that she was. No actress who started in film after WWII has had anything to speak of on Frances Dee.<br /><br />If you're lucky enough to see The Silver Cord, which was never released for TV, you'll find this ""old fashioned drawing-room drama"" to be an outstanding film that shows very well 74 years after its 1933 release because it is filled with superb performances.",254
1,"Coming from Oz I probably shouldn't say it but I find a lot of the local movies lacking that cohesive flow with a weak storyline. This comedy lacks in nothing. Great story, no overacting, no melodrama, just brilliant comedy as we know Oz can do it. Do yourself a favour and laugh till you drop.",55
0,"This movie was terrible. The acting was awful. The script was awful. What was even worse were the camera shots and sound. Half the time the voices did not match up with the actors lips, and different camera angles in the same scene would be completely different hues. The worst part had to be when one of the actors was at the top of a huge cross-shaped building. The building had to have been 50 stories high, and probably 100 feet wide. However, when the actor was on top of it in another shot, they had ""recreated"" the top of the building. The building's width had been reduced to about eight feet wide. How could a building hundreds of feet high be eight feet wide? I know the film was low budget, but it is inexcusable. The movie itself just pushed ideas about a ""rapture"" then actually having a storyline or point. This reduced the script to mere rubbish, the characters seemed to be selling ideas in their lines rather than conveying emotions and moving the movie along in a direction. It was a complete waste of time watching. The movie gives Christians a bad name if it is one of the current best Christian films out there.",208
0,"It's dreadful rubbish. I liked 'How Do You Want Me', 'Father Ted', 'Green Wing' and Bill Bailey's standup act but I file this with 'Hippies' and 'Planets Of The Apes' (the re-imagining) under 'Great Pedigree, went badly wrong'. My guess is that it appeals to the same people who like 'Withnail and I'. It's overwritten but to little end, a luvvie-ish air pervades it and Bernard Black is simply a less camp Withnail. And I thought it was self-indulgent even *before* Dylan Moran became the writer. But the set up raidiates such comic potential that for the first 2 episiodes I didn't even notice that it wasn't in the slightest bit chortle-worthy.<br /><br />The things they are saying/doing *should* be funny but somehow they don't manage to register as more than mildly amusing or ""I can see how someone writing this down might have thought that this would be funny"". What I am trying to say is that the situations/remarks are mildly humorous and yet too mundane/gentle/self-consciously surreal to be worth creating for and depicting in a sitcom. <br /><br />Life is too short. Avoid.",185
0,"Anyone can make a movie these days. Budget, production value, or experienced crew don't have to stop the self described ""director"" from ""realizing their dream"" these days.<br /><br />Respect for the craft of film-making, or even just respect for any film aesthetic are no longer prerequisites for actually executing a film.<br /><br />Director Bill Cowell must have thought he struck gold when Lion's Gate decided to market his original film as a sequel to a film he had nothing to do with.<br /><br />I personally find Lion's Gate far, far more in error than Cowell in regard to Dark Harvest 2 being made available to the public. Lion's Gate's deceptive marketing of this film should be investigated by the state attorney general's office and Lion's Gate's officers should be pickled in sulfuric acid and kerosene for their utter disregard for film, film-making, and good sense.<br /><br />As for the film itself, it's not even worth commenting on.",157
0,"Wave after wave of directionless nausea - this film wants and at first promises to be quirky and original but is in fact obvious, solipsistic and mired in cliché-driven dialogue which builds to a crecendo of awfulness and cheese by the end. Throughout the film we meet supposedly off the wall characters, who are actually very dull, and just don't quite work and who clunk through the horrific screenplay like men in armour suits, driving jeeps through mansion houses and spouting preppy existential obviousness accompanied by the whinings of Coldplay. The film has occasional funny episodes, often no funnier than a dog playing with its genitals, which happened twice (an index of the slapstick, rudimentary humour of the film in general) but by the end, the film falls into an 'infinite abyss' of complete detritus and the director's egocentric ramblings which made me want to gouge my eyes out. Watch this film at your peril.",155
1,"Stephane Audran is the eponymous heroine of this beautifully measured study of a small Danish community towards the end of the last century. Two beautiful and musically talented sisters give-up their own prospects of happiness and marriage in order to look-after their ageing father. One day, a French woman, Babette, comes to work for them. After some years she wins the lottery and is determined to do something for the sisters who have taken her in. Her solution is to prepare an exquisite and sumptuous feast, which changes the lives of all those invited. This is a film about human and cultural interaction, reflected in the changing language of the dialogue from Danish to French, and especially between the dutiful sobriety of Protestant northern Europe and the sensuousness of the Catholic south. It is also about human needs, and how warmth and kindness can be expressed and stimulated through the cultivation of the senses. A profoundly uplifting film.",158
1,"The Stepford Children is the second best Stepford movie in the Stepford series.I saw the original The Stepford Wives in the theater when it came out in 1975.I was absolutely blown away,it was terrific.I have seen all of the Stepford movies, and I like all of them.I think that The Stepford Children is such a campy and fun movie.I just watched it again recently on tape, and I enjoyed it immensely.The cast in this movie was real good to watch. Barbara Eden did a bang up job as usual.Every role that she has ever played has been very good.Barbara Eden is very good at playing roles where she is a kind and nurturing type of person.Don Murray as the husband and father was just perfect in this movie.He was particularly effective at being the irritated father to his two teenage children.I made sure that I have all of the Stepford movie on tape to enjoy.If you get a chance to see this movie you should.",165
1,Robin Hood: Men in Tights (1993) was a much needed parody from Mel Brooks. He has the assignment of spoofing the Robin Hood legacy and the couple of movie dealing with the mythical honorable thief of English folklore. Cary Elwes stars as Robin Hood. He's looking for a few good men who'll join him in his quest to topple the evil sheriff of Nottingham (Roger Rees) and win the fair hand of Maid Marian. Robin also has to deal with Prince John (Richard Lewis).as well. Tracey Ullman co-stars as Prince John's personal witch Latrine who has her eyes on the Sheriff.<br /><br />Will Robin find his merry men? How far will the Prince go to throw his weight around in the absence of his father? Why does the Sheriff hate Robin so much? To find out you'll have to watch ROBIN HOOD: MEN IN TIGHTS!! Check out the hilarious cameo by Dom De Luise who plays the Duke of Jersey.<br /><br />Highly recommended.,163
1,"I first saw this on Thames television and loved it. I subsequently saw a dreadful write-up by someone who certainly hadn't watched or listened to it. So, I bought a copy and then I bought another copy! The only sad thing is that it is not available on PAL VHS or Region 2 DVD. The Australian version is great, but this one is better! I might buy another.............",68
1,I first watched this movie in Istanbul Film Festival back in 1994. It was so good I took couple of friends with me and went to see it again the same week. The characters are very well played and the humor here and there is amazing. It sure is a very powerful gay movie. Some scenes make you feel you're watching an episode of Friends with much more sophisticated lines. I guess I'll put it in my VCR and watch it again tonight...,83
0,"Maniratnam, who in India, is often compared with prominent world film makers and is regarded a genius in film-making, has yet again proved that he can only make the frames look visually good, without offering much food for thought.Forget about pure cinematic pleasure that can be derived from cinema as a very old form of art.<br /><br />While I would not like to claim and portray myself as someone who has seen all the beautiful movies made around the world, still any thoughtful and a bit educated film goer can identify that his films do not contain innovative ingenuous plots, does not contain lingering effects afterward and MOSTLY contain ridiculous ending and a LOT of melodrama, seen profusely in Indian movies.<br /><br />Overall, Maniratnam has successfully confirmed my distaste for his films once again.<br /><br />Sorry for those who on this board were claiming otherwise. My suggestion to you: WATCH SOME BEAUTIFUL CINEMAS MADE AROUND THE GLOBE.",157
